countryName,countryCode,emissionPerCap,totalEmission,continent
AJ네트웍스,A,50.3,50.3,"사업시설 관리, 사업 지원 및 임대 서비스업"
AK홀딩스,A,18.7,18.7,금융 및 보험업
BNK금융지주,A,56.1,56.1,금융 및 보험업
BNK캐피탈,A,51,51,금융 및 보험업
BYC,A,37.7,37.7,제조업
CJ,A,33.3,33.3,금융 및 보험업
CJ씨푸드,A,26.2,26.2,제조업
CJ제일제당,A,8.7,8.7,제조업
CMG제약,A,34.9,34.9,제조업
DBInc.,A,25,25,정보통신업
DB금융투자,A,55.9,55.9,금융 및 보험업
DB생명보험,A,54.8,54.8,금융 및 보험업
DB손해보험,A,50.4,50.4,금융 및 보험업
DB하이텍,A,42,42,제조업
DGB금융지주,A,60,66.7,금융 및 보험업
DGB생명보험,A,41.2,41.2,금융 및 보험업
DSR,A,37,37,제조업
DSR제강,A,37.6,37.6,제조업
E1,A,43.8,43.8,도매 및 소매업
F&F,A,23,23,제조업
GS,A,32.3,32.3,금융 및 보험업
GS에너지,A,40.9,40.9,금융 및 보험업
GS칼텍스,A,35.8,35.8,제조업
GS파워,A,26.5,26.5,"전기, 가스, 증기 및 공기 조절 공급업"
JB금융지주,A,32.4,32.4,금융 및 보험업
JW중외제약,A,21.3,21.3,제조업
JW홀딩스,A,16.4,16.4,금융 및 보험업
KBS미디어,A,29.5,29.5,정보통신업
KB금융지주,A,28,28,금융 및 보험업
KB손해보험,A,42.9,42.9,금융 및 보험업
KB오토시스,A,24.9,24.9,제조업
KD건설,A,16.2,16.2,건설업
KG케미칼,A,48.4,48.4,제조업
KISCO홀딩스,A,47.9,47.9,금융 및 보험업
KPX그린케미칼,A,29.4,29.4,제조업
KPX케미칼,A,38,38,제조업
KPX홀딩스,A,23.5,23.5,금융 및 보험업
KR모터스,A,54.3,54.3,제조업
LF,A,21.2,21.2,제조업
LG,A,37.5,37.5,금융 및 보험업
LG상사,A,51.5,51.5,도매 및 소매업
LG생활건강,A,43.4,43.4,제조업
LG유플러스,A,33.3,33.3,정보통신업
LG전자,A,33.3,33.3,제조업
LG화학,A,33.8,33.8,제조업
LS,A,29.8,29.8,금융 및 보험업
LS네트웍스,A,30.2,30.2,도매 및 소매업
LS산전,A,22.7,22.7,제조업
LS전선,A,43.9,43.9,제조업
MH에탄올,A,58,58,제조업
NH농협손해보험,A,41.9,41.9,금융 및 보험업
NICE홀딩스,A,44.9,44.9,금융 및 보험업
NI스틸,A,37.5,37.5,제조업
OCI,A,37.3,37.3,제조업
아피메즈,A,-60,-104.5,제조업
S&T모티브,A,23.3,23.3,제조업
S&T중공업,A,30.4,30.4,제조업
S&T홀딩스,A,8.2,8.2,금융 및 보험업
SBS,A,17.3,17.3,정보통신업
SG세계물산,A,32.9,32.9,도매 및 소매업
SH에너지화학,A,27.4,27.4,제조업
SIMPAC,A,26.7,26.7,제조업
SK,A,20.3,20.3,금융 및 보험업
SKC,A,41.5,41.5,제조업
SK가스,A,45.7,45.7,도매 및 소매업
SK건설,A,43.5,43.5,건설업
SK네트웍스,A,40.2,40.2,도매 및 소매업
SK디앤디,A,47.7,47.7,부동산업
SK루브리컨츠,A,48.9,48.9,제조업
SK매직,A,40.6,40.6,제조업
SK바이오랜드,A,9.2,9.2,제조업
SK실트론,A,26.5,26.5,제조업
SK에너지,A,55.7,55.7,제조업
SK이노베이션,A,36.4,36.4,금융 및 보험업
SK인천석유화학,A,50.4,50.4,제조업
SK종합화학,A,46.9,46.9,제조업
SK증권,A,43.8,43.8,금융 및 보험업
SK텔레콤,A,27.3,27.3,정보통신업
SK해운,A,46.6,46.6,운수 및 창고업
S-Oil,A,38.7,38.7,제조업
SPC삼립,A,29.7,29.7,제조업
STX,A,42.6,42.6,도매 및 소매업
STX엔진,A,33.6,33.6,제조업
STX조선해양,A,35.4,35.4,제조업
STX중공업,A,39.7,39.7,제조업
TCC동양,A,39.4,39.4,제조업
WISCOM,A,36.5,36.5,제조업
가비아,A,19.9,19.9,정보통신업
가온미디어,A,35,35,제조업
가온전선,A,44.5,44.5,제조업
감마누,A,44.3,44.3,제조업
갑을메탈,A,26.3,26.3,제조업
강남제비스코,A,30.6,30.6,제조업
강스템바이오텍,A,48.5,48.5,제조업
강원도민프로축구단,A,13.1,13.1,"예술, 스포츠 및 여가관련 서비스업"
강원랜드,A,26.4,26.4,"예술, 스포츠 및 여가관련 서비스업"
강원일보,A,13.8,13.8,정보통신업
갤럭시아에스엠,A,44.8,44.8,"예술, 스포츠 및 여가관련 서비스업"
갤럭시아커뮤니케이션즈,A,19.3,19.3,정보통신업
게임빌,A,14.4,14.4,금융 및 보험업
경기도시공사,A,36.4,36.4,건설업
경남기업,A,49.4,49.4,건설업
경남도민프로축구단,A,41.1,41.1,"예술, 스포츠 및 여가관련 서비스업"
경남스틸,A,14.3,14.3,제조업
경남에너지,A,38.7,38.7,"전기, 가스, 증기 및 공기 조절 공급업"
경남은행,A,46,46,금융 및 보험업
경남제약,A,19,19,제조업
경농,A,31.2,31.2,제조업
경동나비엔,A,26.4,26.4,제조업
경동도시가스,A,37.8,37.8,"전기, 가스, 증기 및 공기 조절 공급업"
경동제약,A,40,40,제조업
경방,A,16.8,16.8,제조업
경보제약,A,28.6,28.6,제조업
경인양행,A,36,36,제조업
경인전자,A,18.6,18.6,제조업
경주신라컨트리클럽,A,31.1,31.1,"예술, 스포츠 및 여가관련 서비스업"
경창산업,A,12.6,12.6,제조업
계룡건설산업,A,44.8,44.8,건설업
계양전기,A,15.1,15.1,제조업
고려개발,A,16,16,건설업
고려반도체시스템,A,60,66.1,제조업
고려산업,A,42.7,42.7,제조업
고려시멘트,A,60,60.2,제조업
고려신용정보,A,56.9,56.9,"사업시설 관리, 사업 지원 및 임대 서비스업"
고려아연,A,53.3,53.3,제조업
고려제강,A,41.2,41.2,제조업
고려제약,A,37.9,37.9,제조업
고영테크놀러지,A,26.7,26.7,제조업
골드퍼시픽,A,60,73.5,도매 및 소매업
골든브릿지투자증권,A,41.1,41.1,금융 및 보험업
골든블루,A,25.9,25.9,제조업
골프존,A,51.7,51.7,정보통신업
골프존뉴딘,A,30.4,30.4,금융 및 보험업
오로라월드,A,-60,-60,"전문, 과학 및 기술 서비스업"
관악산업,A,57.3,57.3,건설업
광동제약,A,31.1,31.1,제조업
광림,A,4.5,4.5,제조업
광명전기,A,48.9,48.9,제조업
광전자,A,22.1,22.1,제조업
광주시민프로축구단,A,19.1,19.1,"예술, 스포츠 및 여가관련 서비스업"
광주신세계,A,50.8,50.8,도매 및 소매업
광주은행,A,41.3,41.3,금융 및 보험업
광진실업,A,19.5,19.5,제조업
광진윈텍,A,49.5,49.5,제조업
교보생명보험,A,39.2,39.2,금융 및 보험업
교보증권,A,36.9,36.9,금융 및 보험업
구름게임즈앤컴퍼니,A,14.3,14.3,정보통신업
바이오씨앤디,A,-49.6,-49.6,"전문, 과학 및 기술 서비스업"
국도화학,A,29.5,29.5,제조업
국동,A,23.1,23.1,도매 및 소매업
국민은행,A,35.5,35.5,금융 및 보험업
국보,A,17.5,17.5,운수 및 창고업
국보디자인,A,46.6,46.6,건설업
국순당,A,19,19,제조업
국영지앤엠,A,37.4,37.4,제조업
국일신동,A,33.2,33.2,제조업
국일제지,A,40.4,40.4,제조업
국제약품,A,35.1,35.1,제조업
굿센,A,42.9,42.9,정보통신업
그랜드백화점,A,36,36,도매 및 소매업
그랜드코리아레저,A,23,23,"예술, 스포츠 및 여가관련 서비스업"
그린플러스,A,16.4,16.4,제조업
극동유화,A,33.5,33.5,제조업
극동자동화,A,57,57,건설업
극동전선,A,47.2,47.2,제조업
글로벌스탠다드테크놀로지,A,48.9,48.9,제조업
글로벌에스엠테크리미티드,A,50,50,금융 및 보험업
글로벌텍스프리,A,29.9,29.9,금융 및 보험업
글로본,A,35.4,35.4,금융 및 보험업
글로웨이,A,17,17,건설업
금강공업,A,26.8,26.8,제조업
금강철강,A,46.6,46.6,제조업
금양,A,2.1,2.1,제조업
금호산업,A,56.6,56.6,건설업
금호석유화학,A,34.2,34.2,제조업
금호에이치티,A,13.2,13.2,제조업
금호전기,A,37.4,37.4,제조업
금호타이어,A,17.9,17.9,제조업
금호피앤비화학,A,47.7,47.7,제조업
금화피에스시,A,18.4,18.4,건설업
기가레인,A,43.5,43.5,제조업
기산텔레콤,A,35,35,제조업
기아자동차,A,22.3,22.3,제조업
기흥관광개발,A,53.5,53.5,"예술, 스포츠 및 여가관련 서비스업"
까뮤이앤씨,A,32.1,32.1,건설업
깨끗한나라,A,27,27,제조업
나노,A,24.6,24.6,제조업
지스마트,A,-48.8,-48.8,제조업
나노스,A,17.1,17.1,제조업
나노신소재,A,20,20,제조업
나노엔텍,A,26.1,26.1,제조업
나노캠텍,A,26,26,제조업
나눔기술,A,52,52,정보통신업
나눔테크,A,47.1,47.1,제조업
나라엠앤디,A,36.1,36.1,제조업
나무가,A,41.5,41.5,제조업
나무기술,A,29.3,29.3,정보통신업
나스미디어,A,18,18,"전문, 과학 및 기술 서비스업"
나이벡,A,4.3,4.3,제조업
나이스디앤비,A,33.9,33.9,"사업시설 관리, 사업 지원 및 임대 서비스업"
나이스정보통신,A,36,36,정보통신업
나이스평가정보,A,46,46,정보통신업
나인테크,A,48.2,48.2,제조업
남광토건,A,60,61.6,건설업
남선알미늄,A,40.5,40.5,제조업
남성,A,18.4,18.4,도매 및 소매업
남양레저,A,24.6,24.6,"예술, 스포츠 및 여가관련 서비스업"
남양유업,A,46.4,46.4,제조업
남영비비안,A,13.6,13.6,제조업
남해화학,A,60,72.7,제조업
남화토건,A,49.4,49.4,건설업
내일신문,A,20.9,20.9,정보통신업
내츄럴엔도텍,A,34.7,34.7,"전문, 과학 및 기술 서비스업"
네오디안테크놀로지,A,14.9,14.9,정보통신업
네오오토,A,12.7,12.7,제조업
네오위즈,A,17.7,17.7,정보통신업
네오위즈홀딩스,A,60,66.7,금융 및 보험업
네오티스,A,14.7,14.7,제조업
네오팜,A,31.3,31.3,제조업
네오플럭스,A,56.5,56.5,금융 및 보험업
네이버,A,21.4,21.4,정보통신업
네이블커뮤니케이션즈,A,25.3,25.3,정보통신업
네이처리퍼블릭,A,14.6,14.6,제조업
네이처셀,A,60,64.8,제조업
네추럴에프앤피,A,18.8,18.8,제조업
네패스,A,16.7,16.7,제조업
네패스신소재,A,27.5,27.5,제조업
넥상스코리아,A,56.3,56.3,제조업
넥센,A,15.9,15.9,금융 및 보험업
넥센타이어,A,37.9,37.9,제조업
넥센테크,A,51.2,51.2,제조업
넥스지,A,51.9,51.9,정보통신업
넥스콘테크놀러지,A,38.4,38.4,제조업
넥스턴,A,4,4,제조업
넥스트리밍,A,48.9,48.9,정보통신업
넥스트비티,A,45.2,45.2,도매 및 소매업
넥스트아이,A,21.3,21.3,제조업
테라리소스,A,-45.5,-45.5,도매 및 소매업
넥스트칩,A,27.6,27.6,제조업
넥스피안,A,33.3,33.3,제조업
넥슨지티,A,8.4,8.4,정보통신업
넵튠,A,24,24,정보통신업
넷게임즈,A,21,21,정보통신업
노루페인트,A,30.8,30.8,제조업
노루홀딩스,A,22.1,22.1,금융 및 보험업
노바렉스,A,19.3,19.3,제조업
노바셀테크놀로지,A,51.2,51.2,"전문, 과학 및 기술 서비스업"
팜스웰바이오,A,-44.9,-44.9,도매 및 소매업
녹십자,A,15.5,15.5,제조업
녹십자랩셀,A,12.8,12.8,"전문, 과학 및 기술 서비스업"
녹십자셀,A,55.1,55.1,제조업
녹십자엠에스,A,23.9,23.9,제조업
녹십자홀딩스,A,30.9,30.9,"전문, 과학 및 기술 서비스업"
녹원씨엔아이,A,32.5,32.5,도매 및 소매업
농심,A,45.3,45.3,제조업
농심홀딩스,A,52.1,52.1,금융 및 보험업
농업회사법인농우바이오,A,50.8,50.8,"농업, 임업 및 어업"
농업회사법인의령군토요애유통,A,11.3,11.3,도매 및 소매업
농협금융지주,A,50.9,50.9,금융 및 보험업
농협생명보험,A,35.1,35.1,금융 및 보험업
누리텔레콤,A,28.8,28.8,정보통신업
누리플랜,A,41.5,41.5,제조업
뉴경기관광,A,11.8,11.8,"예술, 스포츠 및 여가관련 서비스업"
뉴로스,A,44.8,44.8,제조업
뉴보텍,A,26.9,26.9,제조업
뉴아세아조인트,A,15.4,15.4,제조업
뉴인텍,A,4,4,제조업
뉴트리바이오텍,A,16.2,16.2,제조업
뉴파워프라즈마,A,18.6,18.6,제조업
뉴프렉스,A,11.7,11.7,제조업
닉스테크,A,20,20,정보통신업
다나와,A,22.6,22.6,정보통신업
다날,A,25.6,25.6,정보통신업
다믈멀티미디어,A,43,43,제조업
다산네트웍스,A,48.4,48.4,제조업
다스코,A,31.8,31.8,제조업
다우기술,A,23.4,23.4,정보통신업
다우데이타,A,25.7,25.7,도매 및 소매업
다원시스,A,24,24,제조업
다이노나,A,30.9,30.9,"전문, 과학 및 기술 서비스업"
다이오진,A,4.7,4.7,"전문, 과학 및 기술 서비스업"
다함이텍,A,60,87.2,제조업
대경기계기술,A,49.7,49.7,제조업
대교,A,32,32,교육 서비스업
대교홀딩스,A,37.3,37.3,금융 및 보험업
티씨케이,A,-40.7,-40.7,제조업
대구백화점,A,48.5,48.5,도매 및 소매업
썬테크놀로지스,A,-38.5,-38.5,제조업
대구은행,A,40.6,40.6,금융 및 보험업
대농,A,5.7,5.7,제조업
대덕GDS,A,25.8,25.8,제조업
대덕전자,A,26.6,26.6,제조업
대동공업,A,31.5,31.5,제조업
대동금속,A,47.1,47.1,제조업
대동기어,A,56.1,56.1,제조업
대동스틸,A,21.9,21.9,제조업
대림비앤코,A,22.1,22.1,제조업
대림산업,A,47.6,47.6,건설업
대림씨엔에스,A,48.8,48.8,제조업
대림제지,A,35.4,35.4,제조업
대림코퍼레이션,A,34,34,도매 및 소매업
대림통상,A,26.6,26.6,제조업
대명코퍼레이션,A,30,30,도매 및 소매업
대백저축은행,A,52.9,52.9,금융 및 보험업
대봉엘에스,A,30.2,30.2,제조업
대상,A,52.4,52.4,제조업
대상홀딩스,A,48.3,48.3,금융 및 보험업
대선조선,A,26.5,26.5,제조업
대성미생물연구소,A,29.7,29.7,제조업
대성산업,A,32.4,32.4,도매 및 소매업
대성에너지,A,37.7,37.7,"전기, 가스, 증기 및 공기 조절 공급업"
대성엘텍,A,17.5,17.5,제조업
대성창업투자,A,44.4,44.4,금융 및 보험업
대성파인텍,A,8.3,8.3,제조업
대성홀딩스,A,51.4,51.4,"전문, 과학 및 기술 서비스업"
대신에프앤아이,A,52.6,52.6,금융 및 보험업
대신증권,A,36.5,36.5,금융 및 보험업
대아티아이,A,30,30,정보통신업
대양금속,A,36.1,36.1,제조업
대양전기공업,A,21.9,21.9,제조업
대영씨엔이,A,1.2,1.2,제조업
대영포장,A,39.2,39.2,제조업
대우건설,A,40.1,40.1,건설업
대우로지스틱스,A,27,27,운수 및 창고업
대우산업개발,A,51.8,51.8,건설업
대우전자부품,A,22.7,22.7,제조업
대우정보시스템,A,35.2,35.2,정보통신업
대우조선해양,A,37.7,37.7,제조업
대웅,A,31.5,31.5,금융 및 보험업
대웅제약,A,30,30,제조업
대원,A,32.1,32.1,건설업
대원강업,A,26.9,26.9,제조업
대원미디어,A,52,52,정보통신업
대원산업,A,4.4,4.4,제조업
대원전선,A,33.1,33.1,제조업
대원제약,A,29.2,29.2,제조업
대원화성,A,43.3,43.3,제조업
대유SE,A,18.4,18.4,제조업
대유에이텍,A,0.7,0.7,제조업
대유위니아,A,41.8,41.8,제조업
대유플러스,A,60,62,제조업
대전시티즌,A,20.7,20.7,"예술, 스포츠 및 여가관련 서비스업"
대정화금,A,37.8,37.8,제조업
대주산업,A,13.9,13.9,제조업
대주이엔티,A,28.8,28.8,제조업
대주전자재료,A,16.9,16.9,제조업
대주코레스,A,23.1,23.1,제조업
대진디엠피,A,16.9,16.9,제조업
대창,A,25.7,25.7,제조업
대창단조,A,46.2,46.2,제조업
대창솔루션,A,46.8,46.8,제조업
대창스틸,A,20.8,20.8,제조업
이매진아시아,A,-33.7,-33.7,정보통신업
대한광통신,A,47.1,47.1,제조업
대한뉴팜,A,42,42,제조업
대한바이오링크,A,32.6,32.6,제조업
대한방직,A,19.5,19.5,제조업
대한상선,A,60,61.9,운수 및 창고업
대한약품공업,A,21.5,21.5,제조업
대한유화,A,53.8,53.8,제조업
대한전선,A,27.4,27.4,제조업
대한제강,A,20.2,20.2,제조업
대한제당,A,43,43,제조업
대한제분,A,35.5,35.5,제조업
대한항공,A,41.2,41.2,운수 및 창고업
대한해운,A,1.2,1.2,운수 및 창고업
대한화섬,A,50,50,제조업
대현,A,25.8,25.8,제조업
대호에이엘,A,36.7,36.7,제조업
대호피앤씨,A,38.6,38.6,제조업
대화제약,A,28.9,28.9,제조업
더블유게임즈,A,32.3,32.3,정보통신업
더블유에프엠,A,38.6,38.6,정보통신업
더블유홀딩컴퍼니,A,58.1,58.1,운수 및 창고업
더이앤엠,A,14.7,14.7,정보통신업
더존다스,A,16.6,16.6,정보통신업
더존비즈온,A,26.8,26.8,정보통신업
덕산네오룩스,A,2.3,2.3,제조업
덕산하이메탈,A,24.8,24.8,금융 및 보험업
덕성,A,30.5,30.5,제조업
덕신하우징,A,18.3,18.3,제조업
덕양산업,A,12.3,12.3,제조업
덕우전자,A,41.4,41.4,제조업
데브시스터즈,A,23.7,23.7,정보통신업
데이타솔루션,A,23.8,23.8,정보통신업
데이터스트림즈,A,48.4,48.4,정보통신업
데일리블록체인,A,28.4,28.4,정보통신업
데카시스템,A,47.2,47.2,제조업
데코앤이,A,21.5,21.5,제조업
덱스터스튜디오,A,26.9,26.9,정보통신업
덴티움,A,34.6,34.6,제조업
도이치모터스,A,25.7,25.7,도매 및 소매업
도화엔지니어링,A,47.1,47.1,"전문, 과학 및 기술 서비스업"
동구바이오제약,A,17.2,17.2,제조업
동국산업,A,38.9,38.9,제조업
동국실업,A,24.5,24.5,제조업
동국알앤에스,A,38.3,38.3,제조업
동국에스엔씨,A,30.6,30.6,제조업
동국제강,A,36.8,36.8,제조업
동국제약,A,41.5,41.5,제조업
동남합성,A,21.1,21.1,제조업
동두천드림파워,A,46.1,46.1,"전기, 가스, 증기 및 공기 조절 공급업"
동방,A,30.7,30.7,운수 및 창고업
동방선기,A,31.5,31.5,제조업
동방아그로,A,47.5,47.5,제조업
동부건설,A,54.5,54.5,건설업
동부제철,A,34.8,34.8,제조업
동서,A,44.7,44.7,도매 및 소매업
동성제약,A,23.5,23.5,제조업
동성코퍼레이션,A,25.9,25.9,"전문, 과학 및 기술 서비스업"
동성화인텍,A,21.1,21.1,제조업
동성화학,A,27.4,27.4,제조업
동신건설,A,39.3,39.3,건설업
동아,A,30.4,30.4,제조업
동아쏘시오홀딩스,A,37.8,37.8,금융 및 보험업
동아에스티,A,33.3,33.3,제조업
동아엘텍,A,54.5,54.5,제조업
동아지질,A,32.4,32.4,건설업
동아화성,A,9.5,9.5,제조업
동양,A,42.4,42.4,제조업
동양건설산업,A,47.8,47.8,건설업
동양고속,A,28.4,28.4,운수 및 창고업
동양네트웍스,A,13.7,13.7,정보통신업
동양레저,A,21.8,21.8,"예술, 스포츠 및 여가관련 서비스업"
동양물산기업,A,31,31,제조업
동양생명보험,A,42.4,42.4,금융 및 보험업
동양에스텍,A,32.4,32.4,제조업
동양이엔피,A,47.5,47.5,제조업
동양철관,A,29.4,29.4,제조업
동양텔레콤,A,29.7,29.7,제조업
동양파일,A,51.2,51.2,제조업
동양피스톤,A,25.3,25.3,제조업
동양피엔에프,A,31.5,31.5,제조업
동우팜투테이블,A,22.2,22.2,제조업
동운아나텍,A,33.8,33.8,제조업
동원,A,35.4,35.4,광업
동원F&B,A,39.6,39.6,제조업
동원개발,A,50.9,50.9,건설업
동원산업,A,60,63.5,"농업, 임업 및 어업"
동원수산,A,44,44,"농업, 임업 및 어업"
동원시스템즈,A,30.7,30.7,제조업
동원엔터프라이즈,A,28.3,28.3,금융 및 보험업
동일고무벨트,A,29.2,29.2,제조업
동일금속,A,41,41,제조업
동일기연,A,37.5,37.5,제조업
동일방직,A,4.3,4.3,제조업
동일산업,A,52.5,52.5,제조업
동일제강,A,46.3,46.3,제조업
동일철강,A,48.9,48.9,제조업
동진쎄미켐,A,18.7,18.7,제조업
동화기업,A,39.3,39.3,제조업
동화약품,A,27.9,27.9,제조업
두산,A,35.6,35.6,"전문, 과학 및 기술 서비스업"
두산건설,A,49.9,49.9,건설업
두산밥캣,A,28.9,28.9,금융 및 보험업
두산엔진,A,46.9,46.9,제조업
두산인프라코어,A,32.3,32.3,제조업
두산중공업,A,40,40,제조업
두올,A,12.6,12.6,제조업
두올산업,A,18.1,18.1,제조업
두원석재,A,12.2,12.2,광업
듀켐바이오,A,29.9,29.9,제조업
드래곤플라이,A,19.4,19.4,정보통신업
드림라인,A,29.2,29.2,정보통신업
드림시큐리티,A,31.2,31.2,정보통신업
디딤,A,21.2,21.2,숙박 및 음식점업
디바이스이엔지,A,44.8,44.8,제조업
디비라이텍,A,34.7,34.7,제조업
디비메탈,A,60,61.1,제조업
디비케이,A,15.6,15.6,제조업
디스플레이테크,A,30.9,30.9,제조업
디씨엠,A,23.1,23.1,제조업
디아메스코,A,27.9,27.9,제조업
노브메타파마,A,-33.1,-33.1,"전문, 과학 및 기술 서비스업"
디아이씨,A,38.2,38.2,제조업
디알비동일,A,31.7,31.7,금융 및 보험업
디알텍,A,28.7,28.7,제조업
디앤씨미디어,A,18,18,정보통신업
디에스씨인베스트먼트,A,45.9,45.9,금융 및 보험업
디에스케이,A,46,46,제조업
디에스티로봇,A,34.5,34.5,제조업
디에이치피코리아,A,25.7,25.7,제조업
디에이테크놀로지,A,47,47,제조업
디에이피,A,31.2,31.2,제조업
디엔에이링크,A,2.3,2.3,"전문, 과학 및 기술 서비스업"
디엔에프,A,19,19,제조업
디엠씨,A,23.4,23.4,제조업
디엠에스,A,45.2,45.2,제조업
디엠티,A,49.4,49.4,제조업
디오,A,37.7,37.7,제조업
이아이디,A,-32,-32,도매 및 소매업
디와이파워,A,20.5,20.5,제조업
디이엔티,A,37.1,37.1,제조업
디젠스,A,24.3,24.3,제조업
디지비캐피탈,A,52.9,52.9,금융 및 보험업
디지아이,A,37,37,제조업
디지캡,A,23.1,23.1,정보통신업
디지탈옵틱,A,4.7,4.7,제조업
디지털대성,A,32.6,32.6,교육 서비스업
디지털타임스,A,28.6,28.6,정보통신업
디지틀조선일보,A,28.9,28.9,정보통신업
디케이디앤아이,A,10.8,10.8,제조업
디케이락,A,13.9,13.9,제조업
디티알오토모티브,A,16.9,16.9,제조업
디티앤씨,A,38.5,38.5,"전문, 과학 및 기술 서비스업"
디피씨,A,39.3,39.3,제조업
딜리,A,13.7,13.7,제조업
라온시큐어,A,28.3,28.3,정보통신업
라온테크,A,38.1,38.1,제조업
라이브플렉스,A,43.6,43.6,도매 및 소매업
라이온켐텍,A,22.7,22.7,제조업
라이트론,A,30.4,30.4,제조업
나노메딕스,A,-28.6,-28.6,제조업
라이프사이언스테크놀로지,A,52,52,정보통신업
라파스,A,23.7,23.7,제조업
락앤락,A,35.6,35.6,제조업
래몽래인,A,17.8,17.8,정보통신업
램테크놀러지,A,55.6,55.6,제조업
랩지노믹스,A,24.4,24.4,"전문, 과학 및 기술 서비스업"
럭스피아,A,35.6,35.6,제조업
레고켐바이오사이언스,A,26.3,26.3,"전문, 과학 및 기술 서비스업"
레드로버,A,29.9,29.9,정보통신업
레드캡투어,A,26.3,26.3,"사업시설 관리, 사업 지원 및 임대 서비스업"
레이언스,A,43.4,43.4,제조업
레이젠,A,31.4,31.4,제조업
렉스필드컨트리클럽,A,17.8,17.8,"예술, 스포츠 및 여가관련 서비스업"
로고스바이오시스템스,A,53.1,53.1,제조업
로보로보,A,32,32,제조업
로보스타,A,38.1,38.1,제조업
로보쓰리,A,44,44,"전문, 과학 및 기술 서비스업"
로지시스,A,17.6,17.6,정보통신업
로체시스템즈,A,32.6,32.6,제조업
롯데건설,A,35.2,35.2,건설업
롯데관광개발,A,18.7,18.7,"사업시설 관리, 사업 지원 및 임대 서비스업"
롯데글로벌로지스,A,32.7,32.7,운수 및 창고업
롯데렌탈,A,36,36,"사업시설 관리, 사업 지원 및 임대 서비스업"
롯데로지스틱스,A,25.5,25.5,운수 및 창고업
롯데손해보험,A,42.5,42.5,금융 및 보험업
롯데쇼핑,A,48.4,48.4,도매 및 소매업
롯데오토리스,A,53.8,53.8,금융 및 보험업
롯데정밀화학,A,45.9,45.9,제조업
롯데칠성음료,A,45.3,45.3,제조업
롯데카드,A,38.9,38.9,금융 및 보험업
롯데캐피탈,A,45.1,45.1,금융 및 보험업
롯데케미칼,A,41,41,제조업
롯데푸드,A,32.1,32.1,제조업
롯데하이마트,A,40.4,40.4,도매 및 소매업
루멘스,A,31.4,31.4,제조업
루미마이크로,A,12.3,12.3,제조업
루켄테크놀러지스,A,15.9,15.9,제조업
루트로닉,A,22.1,22.1,제조업
루트원플러스,A,37.7,37.7,제조업
룽투코리아,A,24.4,24.4,정보통신업
리노공업,A,37.5,37.5,제조업
리노스,A,42.7,42.7,도매 및 소매업
리더스코스메틱,A,37.9,37.9,제조업
리독스바이오,A,11.3,11.3,제조업
리드,A,41.1,41.1,제조업
리드코프,A,17.8,17.8,도매 및 소매업
리켐,A,30.5,30.5,제조업
린드먼아시아인베스트먼트,A,16.2,16.2,금융 및 보험업
링네트,A,24,24,정보통신업
링크제니시스,A,28.2,28.2,정보통신업
마니커,A,14.3,14.3,제조업
마이다스아이티,A,18.8,18.8,정보통신업
마이크로컨텍솔루션,A,54.7,54.7,제조업
마이크로프랜드,A,33.6,33.6,제조업
마제스타,A,25.1,25.1,"예술, 스포츠 및 여가관련 서비스업"
마크로젠,A,26.2,26.2,"전문, 과학 및 기술 서비스업"
만도,A,32.6,32.6,제조업
매경닷컴,A,26.7,26.7,정보통신업
매일방송,A,34.6,34.6,정보통신업
매일유업,A,23.3,23.3,제조업
매일홀딩스,A,54.1,54.1,금융 및 보험업
매직마이크로,A,30.1,30.1,제조업
매커스,A,38.6,38.6,도매 및 소매업
맥스로텍,A,35,35,제조업
멀티캠퍼스,A,20.4,20.4,교육 서비스업
멈스,A,26.2,26.2,제조업
메가스터디,A,28.8,28.8,정보통신업
메가스터디교육,A,24.6,24.6,교육 서비스업
메가엠디,A,29.2,29.2,교육 서비스업
메가젠임플란트,A,60,60.2,제조업
메디셀,A,30.8,30.8,제조업
메디쎄이,A,28.9,28.9,제조업
메디아나,A,32.5,32.5,제조업
메디안디노스틱,A,26.9,26.9,제조업
메디오젠,A,39.7,39.7,제조업
메디젠휴먼케어,A,12.5,12.5,"전문, 과학 및 기술 서비스업"
메디키네틱스,A,14.1,14.1,제조업
메디톡스,A,45.3,45.3,제조업
메디포스트,A,18.2,18.2,제조업
메디프론디비티,A,2.1,2.1,도매 및 소매업
메디플란트,A,24.7,24.7,"사업시설 관리, 사업 지원 및 임대 서비스업"
메르세데스벤츠파이낸셜서비스코리아,A,53.4,53.4,도매 및 소매업
메리츠금융지주,A,20,20,금융 및 보험업
메리츠종합금융증권,A,53.5,53.5,금융 및 보험업
메리츠캐피탈,A,58.8,58.8,금융 및 보험업
메리츠화재해상보험,A,39.2,39.2,금융 및 보험업
메지온,A,23.3,23.3,"전문, 과학 및 기술 서비스업"
메카로,A,50,50,제조업
메타바이오메드,A,25.7,25.7,제조업
멕아이씨에스,A,37.1,37.1,제조업
멜파스,A,39.1,39.1,제조업
명문제약,A,42.9,42.9,제조업
모나리자,A,47.8,47.8,제조업
모나미,A,46.3,46.3,도매 및 소매업
모다,A,41.4,41.4,제조업
모다이노칩,A,38.9,38.9,제조업
모두투어네트워크,A,20.2,20.2,"사업시설 관리, 사업 지원 및 임대 서비스업"
